2011 3400.044 3077.030  12.977 515   2.490 pinhole
2011 3390.150 3080.259  13.195 259   2.301 pinhole
3150 1420.432 3135.909  13.353 259   2.141 pinhole
3439 406.853 3138.786  13.341 515   2.334 pinhole
3150 1412.296 3141.901  13.117 515   2.297 pinhole
3150 1418.585 3142.039  13.173 1027   2.341 pinhole
3150 1424.815 3142.211  13.036 771   2.462 pinhole
3439 405.329 3144.819  13.079 1027   2.104 pinhole
3439 410.222 3148.143  13.118 259   2.462 pinhole
3439 403.818 3150.832  13.072 771   2.542 pinhole
3011 2621.042 3252.313  13.073 771   2.292 pinhole
3011 2627.383 3253.925  13.153 1027   2.008 pinhole
3011 2633.751 3255.519  13.093 515   2.324 pinhole
3011 2624.074 3259.570  13.174 259   2.302 pinhole
2496 5369.887 3302.523  13.533 515   2.750 pinhole
2496 5365.235 3306.400  13.655 1027   2.168 pinhole
11011 3290.029 3308.378  12.986 259   2.143 pinhole
11011 3297.828 3307.720  12.916 771   2.415 pinhole
2496 5360.594 3310.253  13.433 771   2.721 pinhole
3075 1987.828 3311.737  13.231 259   2.406 pinhole
2496 5367.237 3312.234  13.405 259   2.784 pinhole
11011 3294.355 3313.259  13.016 1027   1.945 pinhole
3075 1977.753 3313.669  13.094 515   2.342 pinhole
2542 5547.824 3315.262  13.409 1027   2.628 pinhole
2542 5553.416 3314.560  13.486 515   2.923 pinhole
2542 5542.204 3315.970  13.544 771   3.182 pinhole
3075 1983.561 3316.533  12.984 1027   2.129 pinhole
3075 1989.355 3319.348  13.455 771   2.057 pinhole
11011 3290.884 3318.835  12.794 515   2.319 pinhole
2542 5546.714 3321.406  13.607 259   2.708 pinhole
2075 3952.809 3397.313  13.225 259   2.725 pinhole
2075 3943.556 3401.953  13.237 515   2.539 pinhole
2075 3949.885 3403.112  12.961 1027   2.552 pinhole
2075 3956.179 3404.268  13.290 771   2.508 pinhole
8011 2817.843 3417.406  12.888 771   2.402 pinhole
8011 2820.353 3423.441  12.882 1027   1.925 pinhole
3482 434.913 3424.356  13.437 515   2.137 pinhole
8011 2813.819 3424.180  12.963 259   2.257 pinhole
3482 444.099 3424.953  13.184 259   2.592 pinhole
3482 439.448 3428.387  13.193 1027   1.918 pinhole
8011 2822.879 3429.448  12.819 515   2.460 pinhole
3482 443.950 3432.430  13.417 771   2.158 pinhole
10011 3073.116 3438.821  13.281 515   2.402 pinhole
10011 3082.925 3442.311  13.214 259   2.575 pinhole
10011 3076.689 3444.227  13.236 1027   2.033 pinhole
10011 3080.241 3449.635  13.121 771   2.502 pinhole
2534 5505.337 3481.367  13.398 515   2.802 pinhole
2534 5514.145 3483.825  13.437 259   2.994 pinhole
2534 5508.839 3486.212  13.747 1027   2.023 pinhole
2534 5512.194 3490.954  13.352 771   3.305 pinhole
3321 1038.038 3598.322  13.104 259   2.404 pinhole
3321 1044.052 3602.780  13.194 771   2.348 pinhole
3321 1038.299 3604.671  12.866 1027   2.298 pinhole
3321 1032.571 3606.597  13.254 515   2.153 pinhole
2321 4882.111 3719.351  13.504 771   2.785 pinhole
2321 4877.050 3724.967  13.583 259   2.746 pinhole
2321 4883.010 3725.536  13.273 1027   2.653 pinhole
2321 4883.967 3731.730  13.464 515   2.957 pinhole
3517 502.243 3764.800  12.993 771   2.385 pinhole
3517 507.296 3768.082  13.027 1027   1.817 pinhole
3517 512.377 3771.363  13.140 515   2.095 pinhole
3517 503.209 3772.240  12.821 259   2.292 pinhole
8075 2333.642 3844.356  13.343 515   2.203 pinhole
8075 2343.220 3848.474  13.301 259   2.224 pinhole
8075 2336.949 3849.954  12.945 1027   2.209 pinhole
8075 2340.278 3855.544  13.155 771   2.501 pinhole
2150 4308.161 3871.633  13.221 515   2.394 pinhole
2150 4302.886 3875.235  12.710 1027   2.160 pinhole
2150 4297.544 3878.826  12.997 771   2.601 pinhole
2150 4304.618 3881.311  13.067 259   2.438 pinhole
11075 3556.848 3898.365  13.269 259   2.670 pinhole
11075 3546.618 3899.945  13.443 515   2.372 pinhole
2517 5409.387 3900.263  13.421 259   3.134 pinhole
11075 3552.261 3902.989  13.099 1027   2.302 pinhole
2517 5414.911 3904.214  13.324 771   3.126 pinhole
11075 3557.861 3905.976  13.037 771   2.843 pinhole
2517 5409.497 3906.402  13.487 1027   2.104 pinhole
2517 5404.053 3908.559  13.536 515   2.967 pinhole
3239 1594.533 4008.422  13.357 771   2.339 pinhole
3239 1596.561 4014.496  13.196 1027   2.186 pinhole
3239 1590.288 4014.542  13.416 259   2.288 pinhole
3239 1598.587 4020.600  13.490 515   2.319 pinhole
8150 1775.755 4033.734  13.084 515   2.504 pinhole
8150 1776.397 4040.041  12.840 1027   2.286 pinhole
8150 1782.601 4041.380  13.220 259   2.300 pinhole
8150 1777.060 4046.394  12.967 771   2.455 pinhole
11239 4337.529 4049.993  12.928 771   2.569 pinhole
11239 4330.403 4052.641  12.861 259   2.637 pinhole
11239 4335.488 4056.014  12.782 1027   2.514 pinhole
11239 4333.498 4062.078  13.101 515   2.398 pinhole
10075 2934.545 4067.948  13.396 259   2.186 pinhole
10075 2941.748 4070.824  13.211 771   2.540 pinhole
10075 2936.184 4074.167  13.120 1027   2.128 pinhole
10075 2930.643 4077.530  13.417 515   2.177 pinhole
3534 668.369 4163.564  13.556 771   2.292 pinhole
3534 673.895 4165.957  13.436 1027   2.166 pinhole
3534 679.490 4168.313  13.315 515   2.460 pinhole
3534 670.585 4170.721  13.335 259   2.424 pinhole
2482 5262.502 4212.601  13.868 259   2.120 pinhole
2482 5268.232 4216.404  13.462 771   2.623 pinhole
2482 5262.665 4218.701  13.210 1027   2.605 pinhole
2482 5257.107 4221.021  13.588 515   2.800 pinhole
3496 898.706 4222.921  13.629 515   2.400 pinhole
3496 895.247 4227.681  13.141 1027   2.256 pinhole
3496 891.778 4232.437  13.266 771   2.609 pinhole
3496 898.901 4232.781  13.192 259   2.787 pinhole
3542 745.970 4324.111  13.332 259   3.056 pinhole
3542 737.582 4327.608  13.496 515   2.306 pinhole
3542 743.359 4329.242  13.395 1027   2.075 pinhole
3542 749.062 4330.868  13.315 771   2.683 pinhole
3541 1111.000 4366.000  13.315 259   0.000 pinhole
3541 1113.000 4369.000  13.315 1027   0.000 pinhole
3541 1119.390 4368.701  13.459 515   2.299 pinhole
3541 1107.000 4370.000  13.459 771   0.000 pinhole
11541 4817.537 4403.349  13.189 515   3.004 pinhole
11541 4827.189 4403.083  13.312 259   2.759 pinhole
11541 4822.189 4406.911  13.351 1027   2.239 pinhole
11541 4826.659 4410.316  13.221 771   3.444 pinhole
2439 5127.818 4464.049  12.928 515   2.758 pinhole
2439 5123.255 4468.334  12.847 1027   2.395 pinhole
2439 5118.691 4472.582  12.970 771   2.774 pinhole
2439 5125.516 4473.665  12.886 259   2.863 pinhole
11150 3554.869 4490.856  13.682 771   2.390 pinhole
11150 3560.158 4494.283  13.399 1027   2.294 pinhole
11150 3555.190 4498.352  13.368 259   2.662 pinhole
11150 3565.470 4497.693  13.355 515   2.645 pinhole
10150 2600.622 4553.850  13.459 515   2.473 pinhole
10150 2595.114 4557.026  13.053 1027   2.674 pinhole
10150 2589.602 4560.186  13.398 771   2.328 pinhole
10150 2596.763 4563.058  13.122 259   2.792 pinhole
8439 956.583 4631.601  13.731 259   2.049 pinhole
8321 1742.000 4633.000  13.731 259   0.000 pinhole
8439 962.843 4635.546  13.307 771   2.578 pinhole
8439 957.507 4637.630  12.984 1027   2.431 pinhole
8239 2438.187 4638.401  13.291 515   2.324 pinhole
8321 1733.806 4638.556  13.652 515   2.327 pinhole
8321 1740.083 4638.791  13.124 1027   2.751 pinhole
8321 1745.407 4638.184  12.551 771   5.187 pinhole
8439 952.131 4639.752  13.189 515   2.501 pinhole
8239 2433.021 4642.020  13.090 1027   2.375 pinhole
8239 2427.873 4645.600  13.252 771   2.301 pinhole
8239 2435.235 4647.867  13.033 259   2.727 pinhole
11496 4756.384 4650.774  13.401 515   3.073 pinhole
10239 3483.389 4652.818  13.560 771   2.310 pinhole
10239 3475.759 4653.559  13.380 259   2.275 pinhole
11496 4754.281 4656.587  13.431 1027   2.502 pinhole
10239 3479.829 4658.003  12.303 1027   3.528 pinhole
11496 4758.750 4659.629  13.149 259   4.048 pinhole
11496 4752.105 4662.432  13.331 771   2.907 pinhole
10239 3476.485 4663.441  13.254 515   2.392 pinhole
11321 4120.586 4707.149  13.569 515   2.825 pinhole
11321 4117.239 4712.537  13.381 1027   2.802 pinhole
11321 4121.121 4716.747  13.488 259   3.402 pinhole
11321 4113.818 4717.825  13.707 771   2.906 pinhole
11542 4893.088 4765.503  13.003 259   3.717 pinhole
11542 4899.926 4765.745  13.023 771   3.148 pinhole
11542 4895.701 4770.289  13.481 1027   2.101 pinhole
11542 4891.480 4774.861  13.204 515   2.924 pinhole
8482 1156.525 4844.057  13.492 515   2.722 pinhole
8482 1152.138 4847.685  13.750 1027   1.967 pinhole
8482 1147.696 4851.338  13.467 771   2.234 pinhole
8482 1154.761 4853.284  13.466 259   2.720 pinhole
11534 4762.693 4880.268  13.413 515   3.092 pinhole
11534 4763.395 4886.054  13.333 1027   2.680 pinhole
11534 4769.278 4886.485  13.527 259   2.607 pinhole
11534 4764.038 4891.820  13.299 771   3.099 pinhole
10321 2922.211 5057.328  13.275 259   3.019 pinhole
10321 2912.162 5058.704  13.424 515   2.705 pinhole
10321 2917.776 5061.568  13.103 1027   2.519 pinhole
10321 2923.369 5064.402  13.593 771   2.652 pinhole
8517 1410.782 5077.510  13.274 515   2.823 pinhole
8517 1407.060 5081.762  13.261 1027   2.189 pinhole
8517 1403.000 5086.000  13.261 771   0.000 pinhole
8517 1410.537 5086.880  13.092 259   2.591 pinhole
11517 4437.938 5160.707  13.620 515   2.474 pinhole
11517 4437.741 5166.583  13.505 1027   2.271 pinhole
11517 4443.490 5167.961  13.356 259   2.660 pinhole
11517 4437.502 5172.482  13.503 771   2.428 pinhole
8541 2248.064 5207.462  13.090 515   2.673 pinhole
8541 2250.351 5213.069  13.019 1027   2.600 pinhole
8541 2256.621 5212.780  13.288 259   2.336 pinhole
8541 2252.635 5218.692  13.308 771   2.593 pinhole
8496 1988.828 5220.523  13.188 259   2.683 pinhole
10541 3672.289 5222.640  13.558 515   2.816 pinhole
8496 1995.736 5223.601  13.265 771   2.650 pinhole
8496 1990.389 5226.310  13.206 1027   2.245 pinhole
10541 3667.224 5226.350  12.939 1027   3.091 pinhole
8496 1985.022 5229.045  13.384 515   2.455 pinhole
10541 3662.091 5229.881  13.529 771   3.139 pinhole
10541 3669.120 5231.615  13.237 259   3.310 pinhole
8534 1774.800 5300.993  13.177 771   2.830 pinhole
8534 1768.330 5303.817  13.363 259   2.557 pinhole
8534 1773.906 5306.654  13.110 1027   2.492 pinhole
8534 1772.995 5312.388  13.242 515   2.697 pinhole
11482 4132.240 5330.430  13.287 515   3.477 pinhole
11482 4140.744 5334.145  13.371 259   2.922 pinhole
11482 4134.686 5335.375  13.580 1027   2.270 pinhole
11482 4136.953 5340.015  12.854 771   4.390 pinhole
10496 3460.435 5386.497  13.442 515   2.773 pinhole
10496 3470.168 5388.222  13.393 259   2.596 pinhole
10496 3464.461 5390.787  13.548 1027   2.211 pinhole
8542 1927.657 5392.246  12.705 771   2.425 pinhole
10496 3468.458 5394.945  13.217 771   3.150 pinhole
8542 1921.432 5395.702  12.611 259   2.277 pinhole
8542 1927.267 5398.019  12.857 1027   2.248 pinhole
8542 1926.908 5403.788  12.638 515   2.624 pinhole
11439 3875.732 5449.952  13.462 771   3.234 pinhole
11439 3869.513 5453.895  13.870 259   2.568 pinhole
11439 3875.256 5455.605  13.757 1027   2.277 pinhole
11439 3874.776 5461.326  13.542 515   3.128 pinhole
10439 2291.097 5519.413  13.454 515   2.408 pinhole
10439 2285.247 5521.251  13.262 1027   2.530 pinhole
10439 2279.408 5522.999  13.491 771   2.572 pinhole
10439 2285.707 5526.913  13.387 259   2.622 pinhole
10542 3515.350 5559.146  13.382 259   3.466 pinhole
10542 3521.290 5562.765  13.495 771   2.845 pinhole
10542 3515.335 5564.570  13.164 1027   2.657 pinhole
10542 3509.341 5566.450  13.351 515   2.581 pinhole
10482 2568.389 5571.870  13.156 259   3.131 pinhole
10482 2559.194 5575.044  13.085 515   2.881 pinhole
10482 2565.274 5576.593  13.316 1027   2.311 pinhole
10482 2571.344 5578.093  13.209 771   2.695 pinhole
10534 3343.907 5579.434  13.230 515   2.857 pinhole
10534 3338.217 5581.911  13.318 1027   2.191 pinhole
10534 3332.462 5584.381  13.221 771   2.737 pinhole
10534 3339.003 5587.346  13.128 259   3.291 pinhole
10517 2907.815 5611.560  13.271 515   2.851 pinhole
10517 2908.905 5617.157  13.155 1027   2.721 pinhole
10517 2915.092 5617.867  13.658 259   2.507 pinhole
10517 2909.920 5622.694  13.368 771   3.096 pinhole
4517 3054.928 461.517  13.611 9   1.956 fiducial
4533 2688.628 483.395  13.250 9   2.078 fiducial
4534 2624.258 495.306  13.410 9   2.247 fiducial
4482 3395.981 503.480  13.406 9   2.234 fiducial
4542 2447.054 511.770  13.097 137   2.273 fiducial
4439 3678.578 558.011  13.274 9   2.313 fiducial
5439 2085.447 623.062  13.537 9   2.039 fiducial
9542 4038.576 682.942  13.337 137   2.394 fiducial
4496 2497.848 688.817  13.032 9   2.194 fiducial
5482 1823.772 742.521  13.368 9   2.287 fiducial
9534 4186.145 774.580  13.298 9   2.134 fiducial
9496 3970.379 854.556  13.636 9   2.183 fiducial
